id,village,rus_village,lat,lon,lang,aff,family,standard,default_level,dialect_toplevel,dialect_toplevel_cyr,dialect_nt1,dialect_nt1_cyr,dialect_nt2,dialect_nt2_cyr,dialect_nt3,dialect_nt3_cyr,village_dialect,gltc_lang,lang_col,aff_col,dataset_version
31,Andi,Анди,42.7856,46.2639,Andi,Andic,East Caucasian,NA,Upper Andi,NA,NA,NA,NA,NA,NA,NA,NA,Andi,andi1255,#003366,#9900ff,2024-09-19
32,Gunkha,Гунха,42.78968,46.28275,Andi,Andic,East Caucasian,NA,Upper Andi,NA,NA,NA,NA,NA,NA,NA,NA,Gunkha,andi1255,#003366,#9900ff,2024-09-19
33,Gagatli,Гагатли,42.800361,46.292645,Andi,Andic,East Caucasian,NA,Upper Andi,NA,NA,NA,NA,NA,NA,NA,NA,Gagatli,andi1255,#003366,#9900ff,2024-09-19
34,Kubatl',Кубатль,42.03659,46.85973,Archi,Lezgic,East Caucasian,NA,Archi,NA,NA,NA,NA,NA,NA,NA,NA,Kubatl',arch1244,#99cc00,#00cc66,2024-09-19
35,Alchunib,Алчуниб,42.05196,46.86943,Archi,Lezgic,East Caucasian,NA,Archi,NA,NA,NA,NA,NA,NA,NA,NA,Alchunib,arch1244,#99cc00,#00cc66,2024-09-19
36,Khilikh,Хилих,42.05838,46.88751,Archi,Lezgic,East Caucasian,NA,Archi,NA,NA,NA,NA,NA,NA,NA,NA,Khilikh,arch1244,#99cc00,#00cc66,2024-09-19
37,Keserib,Кесериб,42.0647,46.888,Archi,Lezgic,East Caucasian,NA,Archi,NA,NA,NA,NA,NA,NA,NA,NA,Keserib,arch1244,#99cc00,#00cc66,2024-09-19
38,Archib,Арчиб,42.0664,46.8678,Archi,Lezgic,East Caucasian,NA,Archi,NA,NA,NA,NA,NA,NA,NA,NA,Archib,arch1244,#99cc00,#00cc66,2024-09-19
39,Kalib,Калиб,42.07054,46.86002,Archi,Lezgic,East Caucasian,NA,Archi,NA,NA,NA,NA,NA,NA,NA,NA,Kalib,arch1244,#99cc00,#00cc66,2024-09-19
40,Khitab,Хитаб,42.07538,46.867234,Archi,Lezgic,East Caucasian,NA,Archi,NA,NA,NA,NA,NA,NA,NA,NA,Khitab,arch1244,#99cc00,#00cc66,2024-09-19
41,Kusur,Кусур,41.781293,46.949207,Avar,Avar-Andic,East Caucasian,NA,Avar,Hochota,Кусурское,NA,NA,NA,NA,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
42,Kamilukh,Камилух,41.90911,46.63101,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Tomur,томурский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
43,Genekolob,Генеколоб,41.916992,46.600199,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Tomur,томурский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
44,Gerel,Герель,41.94451,46.551888,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Tomur,томурский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
45,Betelda,Бетельда,41.95077,46.54164,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Tomur,томурский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
46,Gortnob,Гортноб,41.962665,46.525604,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Tomur,томурский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
47,Ulgeb,Ульгеб,41.964253,46.523688,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Tomur,томурский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
48,Salda,Салда,41.97497,46.50848,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Tomur,томурский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
49,Choroda,Чорода,41.98096,46.49696,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Tomur,томурский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
50,Gagar,Гагар,41.999252,46.592744,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Buhun,бухнадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
51,Tsimguda,Цимгуда,42.01269,46.5665,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Buhun,бухнадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
52,Tokhota,Тохота,42.0178,46.4639,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Buhun,бухнадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
53,Tlyanada,Тлянада,42.02864,46.51038,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Buhun,бухнадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
54,Saniorta,Саниорта,42.03195,46.44246,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Buhun,бухнадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
55,Nitilsukh,Нитилсух,42.04732,46.42938,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Buhun,бухнадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
56,Talsukh,Талсух,42.04741,46.40589,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Buhun,бухнадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
57,Garakolob,Гараколоб,42.048887,46.455015,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Buhun,бухнадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
58,Ritlyab,Ритляб,42.05087,46.71917,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Tlesserukh,тлессерухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
59,Rosnob,Росноб,42.055,46.41194,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Buhun,бухнадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
60,Tsumilukh,Цумилух,42.05974,46.41242,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Buhun,бухнадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
61,Kolob,Колоб,42.0709604,46.4817811,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Buhun,бухнадинский,NA,NA,NA,NA,NA,NA,2024-09-19
62,Nikar,Никар,42.0737,46.406903,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Buhun,бухнадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
63,Barnab,Барнаб,42.07964,46.37894,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsros-Unh,анцрос-унхадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
64,Sikar,Сикар,42.07966,46.41127,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Buhun,бухнадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
65,Khamar,Хамар,42.095868,46.383695,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsros-Unh,анцрос-унхадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
66,Kutlab,Кутлаб,42.09663,46.32982,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsros-Unh,анцрос-унхадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
67,Goab,Гоаб,42.097185,46.738407,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Tlesserukh,тлессерухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
68,Nadar,Надар,42.09736,46.36025,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsros-Unh,анцрос-унхадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
69,Khadiyal,Хадиял,42.0989,46.4653,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Buhun,бухнадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
70,Chitab,Читаб,42.10412,46.86914,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Riss,риссибский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
71,Tlyarata,Тлярата,42.106187,46.354908,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsros-Unh,анцрос-унхадинский,NA,NA,NA,NA,NA,NA,2024-09-19
72,Tilutl,Тилутль,42.109079,46.350054,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsros-Unh,анцрос-унхадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
73,Kardib,Кардиб,42.111443,46.514655,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Buhun,бухнадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
74,Tokh-Orda,Тох-Орда,42.11174,46.35982,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsros-Unh,анцрос-унхадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
75,Gindib,Гиндиб,42.11296,46.50397,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Southern Antlratl,южноанкратльский,Buhun,бухнадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
76,Gilib,Гилиб,42.1169,46.7761,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Tlesserukh,тлессерухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
77,Ukal,Укал,42.12163,46.34771,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsros-Unh,анцрос-унхадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
78,Karanub,Карануб,42.12262,46.81777,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Tlesserukh,тлессерухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
79,Doronub,Доронуб,42.124689,46.809427,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Tlesserukh,тлессерухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
80,Chanab,Чанаб,42.125345,46.90434,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Riss,риссибский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
81,Kutikh,Кутих,42.12587,46.78902,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Tlesserukh,тлессерухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
82,Dusrakh,Дусрах,42.1275,46.8792,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Riss,риссибский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
83,Chvadab,Чвадаб,42.13028,46.87639,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Riss,риссибский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
84,Kosroda,Косрода,42.13141,46.85829,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Riss,риссибский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
85,Gendukh,Гендух,42.13476,46.403084,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsros-Unh,анцрос-унхадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
86,Gvedysh,Гведыш,42.13591,46.41437,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsros-Unh,анцрос-унхадинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
87,Tlyarobazutl,Тляробазутль,42.14039,46.77575,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Tlesserukh,тлессерухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
88,Nukush,Нукуш,42.1492,46.80579,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Tlesserukh,тлессерухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
89,Tsemer,Цемер,42.15195,46.75296,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Tlesserukh,тлессерухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
90,Mogrob,Могроб,42.15672,46.86521,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Riss,риссибский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
91,Irib,Ириб,42.1606,46.8169,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Tlesserukh,тлессерухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
92,Childa,Чилда,42.16328,46.34734,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Tash,ташский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
93,Anada,Анада,42.17306,46.36917,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Tash,ташский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
94,Baginub,Багинуб,42.1743,46.88159,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Riss,риссибский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
95,Khinub,Хинуб,42.17454,46.82406,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Tlesserukh,тлессерухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
96,Kuchrab,Кучраб,42.17506,46.90244,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Riss,риссибский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
97,Khidib,Хидиб,42.17812,46.36299,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Tash,ташский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
98,Tlobzoda,Тлобзода,42.17944,46.37111,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Tash,ташский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
99,Khurukh,Хурух,42.18441,46.85807,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Mukratl,мукратльский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
100,Ruldab,Рульдаб,42.18472,46.85028,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Tlesserukh,тлессерухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
101,Katroso,Катросо,42.188329,46.33021,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsuq,анцухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
102,Antsukh,Анцух,42.1892,46.3397,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsuq,анцухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
103,Gebguda,Гебгуда,42.190026,46.354817,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Tash,ташский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
104,Chadakolob,Чадаколоб,42.19182,46.31981,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsuq,анцухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
105,Khorta,Хорта,42.19329,46.35976,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Tash,ташский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
106,Chododa,Чодода,42.193439,46.314784,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsuq,анцухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
107,Noyrukh,Нойрух,42.193895,46.38005,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Tash,ташский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
108,Magar,Магар,42.19546,46.843669,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Mukratl,мукратльский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
109,Mukutl,Мукутль,42.19562,46.861381,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Mukratl,мукратльский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
110,Zhazhada,Жажада,42.197157,46.424903,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Tash,ташский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
111,Mazada,Мазада,42.197896,46.390092,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Tash,ташский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
112,Nachada,Начада,42.198508,46.448902,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Tash,ташский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
113,Tinchuda,Тинчуда,42.19861,46.45306,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Tash,ташский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
114,Niklida,Никлида,42.199941,46.406485000000004,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Tash,ташский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
115,Bezhuda,Бежуда,42.200348,46.479175,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Tash,ташский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
116,Rosta,Роста,42.20056,46.39667,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Tash,ташский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
117,Khotlob,Хотлоб,42.201243,46.432755,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Tash,ташский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
118,Sinida,Синида,42.20341,46.39071,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Tash,ташский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
119,Saraf,Сараф,42.20373,46.31767,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsuq,анцухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
120,Khobokh,Хобох,42.204624,46.379234,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Tash,ташский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
121,Chunib,Чуниб,42.20496,46.82498,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Mukratl,мукратльский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
122,Kabasida,Кабасида,42.205771,46.341334,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsuq,анцухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
123,Machar,Мачар,42.206556,46.335204,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsuq,анцухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
124,Tseneb,Ценеб,42.206684,46.842652,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Mukratl,мукратльский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
125,Tamuda,Тамуда,42.21001,46.382,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Tash,ташский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
126,Karadla,Карадла,42.21059,46.29844,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsuq,анцухский,NA,NA,NA,NA,NA,NA,2024-09-19
127,Moshchob,Мощоб,42.21389,46.79167,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Mukratl,мукратльский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
128,Shidib,Шидиб,42.214868,46.302644,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsuq,анцухский,NA,NA,NA,NA,NA,NA,2024-09-19
129,Sodab,Содаб,42.215081,46.81015,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Mukratl,мукратльский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
130,Landa,Ланда,42.218,46.27432,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsuq,анцухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
131,Bochokh,Бочох,42.22,46.28472,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsuq,анцухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
132,Khintida,Хинтида,42.220547,46.275395,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsuq,анцухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
133,Tokh,Тох,42.222292,46.291546,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsuq,анцухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
134,Kharada,Харада,42.222648,46.258528,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsuq,анцухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
135,Gidib,Гидиб,42.22942,46.80621,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Mukratl,мукратльский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
136,Shidib,Шидиб,42.23138,46.37844,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Tash,ташский,NA,NA,NA,NA,NA,NA,2024-09-19
137,Khadakolob,Хадаколоб,42.231683,46.261819,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsuq,анцухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
138,Nukhotkolob,Нухотколоб,42.23195,46.265721,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsuq,анцухский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
139,Tsurib,Цуриб,42.235,46.8333,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Mukratl,мукратльский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
140,Gochob,Гочоб,42.2375,46.6642,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Qaraq,карахский,Upper Qaraq,в.-карах,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
141,Bukhty,Бухты,42.240712,46.985633,Avar,Avar-Andic,East Caucasian,NA,Avar,Qaraq-Buxti-Unti,Карахско-бухтинско-унтибское,Bukhti,бухтинский,NA,NA,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
142,Santa,Санта,42.242163,46.254323,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Antsuq,анцухский,NA,NA,NA,NA,NA,NA,2024-09-19
143,Urukh-Sota,Урух-Сота,42.24222,46.67694,Avar,Avar-Andic,East Caucasian,NA,Avar,Hid-Qeleb,Гидское,Hid,гидский сбс,Urux-sota,урухсотинский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
144,Kosob,Кособ,42.242893,46.368239,Avar,Avar-Andic,East Caucasian,NA,Avar,Antlratl,Анкратльское,Northern Antlratl,северноанкратльский,Tash,ташский,NA,NA,NA,avar1256,#009999,#009999,2024-09-19
