id	family	group	language	idiom	type	genlang_point	map	chapter	value1	feature1	name_origin	example_as_in_source	example	translation_as_in_source	translation	gloss	example_comment	source	page	contributor	date
51	Turkic	Kipchak	Kumyk	Standard Kumyk	language	yes	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	unclear	ГЬАБИЖАЙ	habižaj	кукуруза	maize			bammatov2013	94	Samira Verhees	May 2025
250	East Caucasian	Lak	Lak	Kuba	village	no	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	hajj-wheat native	гьяжул лач1а	ħaˤžul lač'a	кукуруза	maize			Michael Daniel, p.c.		Samira Verhees	August 2026
242	East Caucasian	Lak	Lak	Kumukh	dialect_nt1	no	no	Expression of the sense ‘maize’	other wheat	Type of name	king-wheat	tschachnalet'e	čaχnalek'e	Mays	maize			guldenstadt1791	523	Samira Verhees	May 2025
176	East Caucasian	Lak	Lak	Standard Lak	language	no	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	ħæžkʼa - Chechen	Х1АЖИК1А	ħažikʼa	кукуруза	maize			abdullaev2018	2206	Samira Verhees	May 2025
177	East Caucasian	Lak	Lak	Standard Lak	language	no	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	hajj-wheat native	Х1АЖЛУЛ ЛАЧ1А	ħažul lačʼa	диал. кукуруза	maize			abdullaev2018	2206	Samira Verhees	May 2025
52	East Caucasian	Lak	Lak	Standard Lak	language	no	no	Expression of the sense ‘maize’	other	Type of name	unclear	ПАРХХУЧ	parχːuč	жареные зёрна кукурузы	roasted maize kernels			abdullaev2018	1768	Samira Verhees	May 2025
178	East Caucasian	Lak	Lak	Standard Lak	language	yes	yes	Expression of the sense ‘maize’	other wheat	Type of name	king-wheat	шагьнал лач1а	šahnal lačʼa	кукуруза	maize		шагь = shah	abdullaev2018	1407	Samira Verhees	May 2025
198	East Caucasian	Lak	Lak			no	no	Expression of the sense ‘maize’	other wheat	Type of name	king-wheat	šaxnal-lača	šaxnal-lača	Mais	maize			erckert1895	98	Samira Verhees	May 2025
199	East Caucasian	Lak	Lak			no	no	Expression of the sense ‘maize’	hajj-wheat	Type of name	hajj-wheat native	xažnul-lača	χažnul-lača	Mais	maize			erckert1895	98	Samira Verhees	May 2025
232	Kartvelian	Zan	Laz			no	no	Expression of the sense ‘maize’	other	Type of name	unclear	lazuthi	lazut'i	Mais	maize			erckert1895	98	Samira Verhees	May 2025
121	East Caucasian	Lezgic	Lezgian	Ashaga-Arkhit	village	no	no	Expression of the sense ‘maize’	hajj-wheat	Type of name	haǯibuɣda - Azeri	а1джибугъда	aˤǯibuʁda	кукуруза	maize			chechuroetal2019	Arkhit4	Samira Verhees	May 2025
3	East Caucasian	Lezgic	Lezgian	Ashaga-Arkhit	village	no	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	haǯibuɣda - Azeri	гьажибугъда	hažibuʁda	кукуруза	maize			chechuroetal2019	Arkhit3, Arkhit6	Samira Verhees	May 2025
122	East Caucasian	Lezgic	Lezgian	Ashaga-Arkhit	village	no	no	Expression of the sense ‘maize’	other	Type of name	unclear	къаш	qːaš	кукуруза	maize			chechuroetal2019	Arkhit5	Samira Verhees	May 2025
151	East Caucasian	Lezgic	Lezgian	Ashaga-Tsinit	village	no	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	haǯibuɣda - Azeri	гьажибугъда	hažibuʁda	кукуруза	maize			chechuroetal2019	Tsinit1, Tsinit3, Tsinit4	Samira Verhees	May 2025
150	East Caucasian	Lezgic	Lezgian	Ashaga-Tsinit	village	no	no	Expression of the sense ‘maize’	hajj-wheat	Type of name	haǯibuɣda - Azeri	гьаджибугъда	haǯibuʁda	кукуруза	maize			chechuroetal2019	Tsinit5	Samira Verhees	May 2025
152	East Caucasian	Lezgic	Lezgian	Ashaga-Tsinit	village	no	no	Expression of the sense ‘maize’	hajj-wheat	Type of name	haǯibuɣda - Azeri	гъажибугъда	ʁažibuʁda	кукуруза	maize			chechuroetal2019	Tsinit2	Samira Verhees	May 2025
9	East Caucasian	Lezgic	Lezgian	Fiy	village	no	yes	Expression of the sense ‘maize’	other	Type of name	garɣɯdalɯ - Azeri	къаргъуделиъ	qːarʁudeli	кукуруза	maize			chechuroetal2019	Fiy1,Fiy2	Samira Verhees	May 2025
10	East Caucasian	Lezgic	Lezgian	Gdym	village	no	yes	Expression of the sense ‘maize’	other	Type of name	garɣɯdalɯ - Azeri	къаргъудали	qːarʁudali	кукуруза	maize			chechuroetal2019	Gdym1,Gdym2	Samira Verhees	May 2025
17	East Caucasian	Lezgic	Lezgian	Khlyut	village	no	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	haǯibuɣda - Azeri	ажибулда	ažibulda	кукуруза	maize			chechuroetal2019	Khlyut2	Samira Verhees	May 2025
123	East Caucasian	Lezgic	Lezgian	Khlyut	village	no	no	Expression of the sense ‘maize’	other	Type of name	kukuruza - Russian	кукуруз	kukuruz	кукуруза	maize			chechuroetal2019	Khlyut1, Khlyut2, Khlyut4, Khlyut5	Samira Verhees	May 2025
149	East Caucasian	Lezgic	Lezgian	Kurag	village	no	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	haǯibuɣda - Azeri	хIаджибугъда	ħaǯibuʁda	кукуруза	maize			chechuroetal2019	Kurag1	Samira Verhees	May 2025
208	East Caucasian	Lezgic	Lezgian	Kyure	dialect_toplevel	no	no	Expression of the sense ‘maize’	other wheat	Type of name	unclear	kulin-xkghuil	kulin-q'uil	Mais	maize			erckert1895	98	Samira Verhees	May 2025
207	East Caucasian	Lezgic	Lezgian	Kyure	dialect_toplevel	no	no	Expression of the sense ‘maize’	other wheat	Type of name	king-wheat	šahdi-xkghuil	šahdi-q'uil	Mais, Königs-Weizen	maize			erckert1895	98	Samira Verhees	May 2025
53	East Caucasian	Lezgic	Lezgian	Standard Lezgian	language	yes	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	haǯibuɣda - Azeri	гьажибугъда	hažibuʁda	кукуруза	maize			talibovgadzhiev1966	97	Samira Verhees	May 2025
180	East Caucasian	Lezgic	Lezgian	Standard Lezgian	language	no	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	ħæžkʼa - Chechen	гьажик1а	hažikʼa	кукуруза	maize			talibovgadzhiev1966	97	Samira Verhees	May 2025
179	East Caucasian	Lezgic	Lezgian	Standard Lezgian	language	no	no	Expression of the sense ‘maize’	other	Type of name	kukuruza - Russian	кукуруз	kukuruz	кукуруза	maize			talibovgadzhiev1966	165	Samira Verhees	May 2025
133	East Caucasian	Andic	Lower Andi	Kvankhidatli	village	yes	yes	Expression of the sense ‘maize’	other	Type of name	unclear	ц1огъоркьи	cʼoʁorƛʼi	кукуруза	maize			chechuroetal2019	Kwankhidatli1	Samira Verhees	May 2025
249	East Caucasian	Dargwa	Mehweb	Megeb	village	yes	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	hajj-wheat native	х1яжила анч1и	ħaˤžila anč'i	кукуруза	maize			Michael Daniel, p.c.		Samira Verhees	August 2026
230	Kartvelian	Zan	Mingrelian			no	no	Expression of the sense ‘maize’	other	Type of name	unclear	laïti	laïti	Mais	maize			erckert1895	98	Samira Verhees	May 2025
229	Kartvelian	Zan	Mingrelian			no	no	Expression of the sense ‘maize’	other	Type of name	unclear	lazěti	lazěti	Mais	maize			erckert1895	98	Samira Verhees	May 2025
231	Kartvelian	Zan	Mingrelian			no	no	Expression of the sense ‘maize’	other	Type of name	simindi - Georgian	simidi	simidi	Mais	maize			erckert1895	98	Samira Verhees	May 2025
235	Kartvelian	Zan	Mingrelian			no	no	Expression of the sense ‘maize’	other	Type of name	simindi - Georgian	simidi	simidi	Mays	maize			guldenstadt1791	500	Samira Verhees	May 2025
228	Kartvelian	Zan	Mingrelian			no	no	Expression of the sense ‘maize’	other	Type of name	simindi - Georgian	simindi	simindi	Mais	maize			erckert1895	98	Samira Verhees	May 2025
108	East Caucasian	Dargwa	Muira	Muira	language	yes	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	haǯibuɣda - Azeri	хIяжибудай	ħjažibudaj	кукуруза	maize			Dargwa dictionary project	https://lingconlab.ru/dargwa_dict/	Samira Verhees	May 2025
54	Turkic	Kipchak	Nogai	Standard Nogai	language	yes	yes	Expression of the sense ‘maize’	other	Type of name	nart-millet	наьртуьк	nærtyk	кукуруза	maize		Probably borrowed from West Caucasian, see the dictionary of Caucasian languages by Klimov & Xalilov on 'maize'	baskakov1963	235	Samira Verhees	May 2025
23	East Caucasian	Andic	Northern Akhvakh	Tad-Magitl'	village	no	no	Expression of the sense ‘maize’	other wheat	Type of name	unclear	ЧIАКЪИРУ	čʼaqʼiru	кукуруза	maize			magomedovaabdulaeva2007	441	Samira Verhees	May 2025
132	East Caucasian	Andic	Northern Akhvakh	Tad-Magitl'	village	yes	yes	Expression of the sense ‘maize’	other wheat	Type of name	unclear	ч1акъиру	čʼaqʼiru	кукуруза	maize			chechuroetal2019	Tad-Magitl1, Tad-Magitl2	Samira Verhees	May 2025
64	East Caucasian	Andic	Northern Akhvakh	Tad-Magitl'	village	no	no	Expression of the sense ‘maize’	other	Type of name	unclear	КЬИМА	ƛ’ima	воздушная кукуруза	roasted maize kernels			magomedovaabdulaeva2007	245	Samira Verhees	May 2025
244	East Caucasian	Dargwa	Northern Dargwa	Aqusha	dialect_nt1	no	no	Expression of the sense ‘maize’	hajj-wheat	Type of name	hajj-wheat native	hadschglant'e	haǯglank'e	Mays	maize			guldenstadt1791	523	Samira Verhees	May 2025
204	East Caucasian	Dargwa	Northern Dargwa	Aqusha	dialect_nt1	no	no	Expression of the sense ‘maize’	hajj-wheat	Type of name	hajj-wheat native	hadžil-ankhi	haǯil-ank'i	Mais	maize			erckert1895	98	Samira Verhees	May 2025
107	East Caucasian	Dargwa	Northern Dargwa	Kadar	village	no	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	hajj-wheat native	хIажле́нкIи	ħažlenkʼi	кукуруза	maize			Dargwa dictionary project	https://lingconlab.ru/dargwa_dict/	Samira Verhees	May 2025
35	East Caucasian	Dargwa	Northern Dargwa	Standard Dargwa	language	yes	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	hajj-wheat native	ХIЯЖЛАНКIИ	ħjažlankʼi	кукуруза	maize			yusupov2014	1043	Samira Verhees	May 2025
205	East Caucasian	Dargwa	Northern Dargwa	Urakhi	dialect_toplevel	no	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	hajj-wheat native	xhažl-ankhi	ħažl-ank'i	Mais	maize			erckert1895	98	Samira Verhees	May 2025
246	Indo-European	Iranian	Ossetic	Digor		no	no	Expression of the sense ‘maize’	other	Type of name	nart-millet	nartuchar	nartuxar	Mays	maize		Another language listed on the page which appears to be Afghan. Not sure why it is included	guldenstadt1791	540	Samira Verhees	May 2025
247	Indo-European	Iranian	Ossetic	Iron		no	no	Expression of the sense ‘maize’	other	Type of name	nart-millet	nartuchar	nartuxar	Mays	maize		Another language listed on the page which appears to be Afghan. Not sure why it is included	guldenstadt1791	540	Samira Verhees	May 2025
124	East Caucasian	Lezgic	Rutul	Ikhrek	village	no	no	Expression of the sense ‘maize’	other	Type of name	garɣɯdalɯ - Azeri	каргъудали	karʁudali	кукуруза	maize			chechuroetal2019	Ikhrek4	Samira Verhees	May 2025
12	East Caucasian	Lezgic	Rutul	Ikhrek	village	no	yes	Expression of the sense ‘maize’	other	Type of name	garɣɯdalɯ - Azeri	къаргъудали	qːarʁudali	кукуруза	maize			chechuroetal2019	Ikhrek1, Ikhrek2, Ikhrek3	Samira Verhees	May 2025
18	East Caucasian	Lezgic	Borch-Khnov	Khnov	village	yes	yes	Expression of the sense ‘maize’	other	Type of name	garɣɯdalɯ - Azeri	къаргъудале	qːarʁudale	кукуруза	maize			chechuroetal2019	Khnov1, Khnov2, Khnov3	Samira Verhees	May 2025
125	East Caucasian	Lezgic	Rutul	Kiche	village	no	no	Expression of the sense ‘maize’	other	Type of name	kukuruza - Russian	кукуруза	kukuruza	кукуруза	maize			chechuroetal2019	Kiche2	Samira Verhees	May 2025
21	East Caucasian	Lezgic	Rutul	Kiche	village	no	yes	Expression of the sense ‘maize’	other	Type of name	garɣɯdalɯ - Azeri	къаргъадалай	qːarʁadalaj	кукуруза	maize			chechuroetal2019	Kiche1	Samira Verhees	May 2025
154	East Caucasian	Lezgic	Rutul	Kina	village	no	no	Expression of the sense ‘maize’	other	Type of name	garɣɯdalɯ - Azeri	каргъаделле	karʁadelle	кукуруза	maize			chechuroetal2019	Kina1, Kina1a	Samira Verhees	May 2025
155	East Caucasian	Lezgic	Rutul	Kina	village	no	yes	Expression of the sense ‘maize’	other	Type of name	garɣɯdalɯ - Azeri	къаргъудели	qːarʁudali	кукуруза	maize			chechuroetal2019	Kina2, Kina3, Kina4, Kina5, Kina2a, Kina3a	Samira Verhees	May 2025
153	East Caucasian	Lezgic	Rutul	Rutul	village	no	yes	Expression of the sense ‘maize’	other	Type of name	garɣɯdalɯ - Azeri	къаргъадалый	qːarʁadalɨj	кукуруза	maize			chechuroetal2019	Rutul1	Samira Verhees	May 2025
55	East Caucasian	Lezgic	Rutul	Standard Rutul	language	yes	yes	Expression of the sense ‘maize’	other	Type of name	garɣɯdalɯ - Azeri	къаргъа'далый	qːarʁadalɨj	кукуруза	maize			alisultanovsulejmanova2019	207	Samira Verhees	May 2025
223	West Caucasian	West Circassian	Shapsug			no	no	Expression of the sense ‘maize’	other	Type of name	nart-millet	natraf	natraf	Mais	maize			erckert1895	98	Samira Verhees	May 2025
69	East Caucasian	Andic	Southern Akhvakh	Ratlub	village	yes	yes	Expression of the sense ‘maize’	other wheat	Type of name	unclear	ч1абакъири	čʼabaqʼiri	кукуруза	maize			magomedovaabdulaeva2007	441	Samira Verhees	May 2025
65	East Caucasian	Andic	Southern Akhvakh	Ratlub	village	no	no	Expression of the sense ‘maize’	other	Type of name	unclear	кьемо	ƛ’emo	воздушная кукуруза	roasted maize kernels			magomedovaabdulaeva2007	245	Samira Verhees	May 2025
66	East Caucasian	Andic	Southern Akhvakh	Tlyanub	village	no	no	Expression of the sense ‘maize’	other	Type of name	unclear	кьемо	ƛ’emo	воздушная кукуруза	roasted maize kernels			magomedovaabdulaeva2007	245	Samira Verhees	May 2025
68	East Caucasian	Andic	Southern Akhvakh	Tlyanub	village	no	yes	Expression of the sense ‘maize’	other wheat	Type of name	unclear	ссессукъури	sːesːuqʼuri	кукуруза	maize			magomedovaabdulaeva2007	441	Samira Verhees	May 2025
67	East Caucasian	Andic	Southern Akhvakh	Tsekob	village	no	yes	Expression of the sense ‘maize’	other wheat	Type of name	unclear	ч1ессукъарсс	čʼesːuqʼarsː	кукуруза	maize			magomedovaabdulaeva2007	441	Samira Verhees	May 2025
41	East Caucasian	Dargwa	Southwestern Dargwa	Tanty	village	yes	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	hajj-wheat native	хIяжламукки	ħjažlamukːi	кукуруза	maize			Dargwa dictionary project	https://lingconlab.ru/dargwa_dict/	Samira Verhees	May 2025
200	East Caucasian	Dargwa	Southwestern Dargwa	Upper Vurqun	dialect_toplevel	no	no	Expression of the sense ‘maize’	hajj-wheat	Type of name	hajj-wheat native	hadžil-ači	haǯil-ači	Mais	maize			erckert1895	98	Samira Verhees	May 2025
233	Kartvelian	Svan	Svan			no	no	Expression of the sense ‘maize’	other	Type of name	simindi - Georgian	simind	simind	Mais	maize			erckert1895	98	Samira Verhees	May 2025
236	Kartvelian	Svan	Svan			no	no	Expression of the sense ‘maize’	other	Type of name	simindi - Georgian	simind	simind	Mays	maize			guldenstadt1791	500	Samira Verhees	May 2025
6	East Caucasian	Lezgic	Tabasaran	Dyubek	village	no	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	hajj-wheat native	гьяджиндяхин	haˤǯindaˤχin	кукуруза	maize			chechuroetal2019	Dyubek1, Dyubek2,Dyubek3, Dyubek4	Samira Verhees	May 2025
126	East Caucasian	Lezgic	Tabasaran	Khapil'	village	no	no	Expression of the sense ‘maize’	hajj-wheat	Type of name	haǯibuɣda - Azeri	гьяжибугъда	haˤžibuʁda	кукуруза	maize			chechuroetal2019	Khapil3	Samira Verhees	May 2025
127	East Caucasian	Lezgic	Tabasaran	Khapil'	village	no	no	Expression of the sense ‘maize’	hajj-wheat	Type of name	hajj-wheat native	гьяжидяхин	haˤžidaˤχin	кукуруза	maize			chechuroetal2019	Khapil5	Samira Verhees	May 2025
15	East Caucasian	Lezgic	Tabasaran	Khapil'	village	no	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	hajj-wheat native	гьяджидяхин	haˤǯidaˤχin	кукуруза	maize			chechuroetal2019	Khapil1, Khapil2, Khapil4	Samira Verhees	May 2025
128	East Caucasian	Lezgic	Tabasaran	Khiv	village	no	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	haǯibuɣda - Azeri	гьяджибугъда	haˤǯibuʁda	кукуруза	maize			chechuroetal2019	Khiv3, Khiv4	Samira Verhees	May 2025
16	East Caucasian	Lezgic	Tabasaran	Khiv	village	no	no	Expression of the sense ‘maize’	hajj-wheat	Type of name	haǯibuɣda - Azeri	гъаджибугъда	ʁaǯibuʁda	кукуруза	maize			chechuroetal2019	Khiv1, Khiv2	Samira Verhees	May 2025
129	East Caucasian	Lezgic	Tabasaran	Khoredzh	village	no	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	haǯibuɣda - Azeri	гьяджибугъда	haˤǯibuʁda	кукуруза	maize			chechuroetal2019	Khoredzh4, Khoredzh5, Khoredzh6	Samira Verhees	May 2025
19	East Caucasian	Lezgic	Tabasaran	Khoredzh	village	no	no	Expression of the sense ‘maize’	hajj-wheat	Type of name	haǯibuɣda - Azeri	гъаджибугъда	ʁaǯibuʁda	кукуруза	maize			chechuroetal2019	Khoredzh1, Khoredzh2	Samira Verhees	May 2025
156	East Caucasian	Lezgic	Tabasaran	Laka	village	no	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	haǯibuɣda - Azeri	гьяджбугъда	haˤǯibuʁda	кукуруза	maize			chechuroetal2019	Laka1, Laka4, Laka5, Laka6	Samira Verhees	May 2025
157	East Caucasian	Lezgic	Tabasaran	Laka	village	no	no	Expression of the sense ‘maize’	hajj-wheat	Type of name	haǯibuɣda - Azeri	гъаджибугъда	ʁaǯibuʁda	кукуруза	maize			chechuroetal2019	Laka2, Laka3	Samira Verhees	May 2025
56	East Caucasian	Lezgic	Tabasaran	Standard Tabasaran	language	yes	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	haǯibuɣda - Azeri	ГЬЯЖЙБУГЪДА	haˤžibuʁda	кукуруза	maize			xanmagomedovshalbuzov2001	133	Samira Verhees	May 2025
181	East Caucasian	Lezgic	Tabasaran	Standard Tabasaran	language	no	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	hajj-wheat native	ГЬЯЖЙДЯХИН	haˤžidaˤxin	кукуруза	maize			xanmagomedovshalbuzov2001	133	Samira Verhees	May 2025
158	East Caucasian	Lezgic	Tabasaran	Tatil'	village	no	no	Expression of the sense ‘maize’	hajj-wheat	Type of name	hajj-wheat native	гьяжидяхин	haˤžidaˤχin	кукуруза	maize			chechuroetal2019	Tatil1, Tatil4	Samira Verhees	May 2025
159	East Caucasian	Lezgic	Tabasaran	Tatil'	village	no	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	hajj-wheat native	гьяджидяхин	haˤǯidaˤχin	кукуруза	maize			chechuroetal2019	Tatil2, Tatil3	Samira Verhees	May 2025
160	East Caucasian	Lezgic	Tabasaran	Tatil'	village	no	no	Expression of the sense ‘maize’	hajj-wheat	Type of name	haǯibuɣda - Azeri	гъяжибугъда	ʁaˤžibuʁda	кукуруза	maize			chechuroetal2019	Tatil5	Samira Verhees	May 2025
164	East Caucasian	Lezgic	Tabasaran	Yagdyg	village	no	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	hajj-wheat native	гьяжидяхин	haˤžidaˤχin	кукуруза	maize			chechuroetal2019	Yagdyg3, Yagdyg6	Samira Verhees	May 2025
163	East Caucasian	Lezgic	Tabasaran	Yagdyg	village	no	no	Expression of the sense ‘maize’	hajj-wheat	Type of name	haǯibuɣda - Azeri	гьяджибугъда	haˤǯibuʁda	кукуруза	maize			chechuroetal2019	Yagdyg5	Samira Verhees	May 2025
162	East Caucasian	Lezgic	Tabasaran	Yagdyg	village	no	no	Expression of the sense ‘maize’	hajj-wheat	Type of name	haǯibuɣda - Azeri	гьяджибухда	haˤǯibuχda	кукуруза	maize			chechuroetal2019	Yagdyg2	Samira Verhees	May 2025
161	East Caucasian	Lezgic	Tabasaran	Yagdyg	village	no	no	Expression of the sense ‘maize’	hajj-wheat	Type of name	hajj-wheat native	гьяджидяхин	haˤǯidaˤχin	кукуруза	maize			chechuroetal2019	Yagdyg1, Yagdyg4	Samira Verhees	May 2025
212	East Caucasian	Lezgic	Tabasaran			no	no	Expression of the sense ‘maize’	hajj-wheat	Type of name	hajj-wheat native	hadzi-daxin	hadzi-daχin	Mais	maize		Arabic according to the author	erckert1895	98	Samira Verhees	May 2025
213	East Caucasian	Lezgic	Tabasaran			no	no	Expression of the sense ‘maize’	other wheat	Type of name	Şamaxı-wheat	šemaxi-daxin	šemaxi-daχin	Mais	maize		Arabic according to the author	erckert1895	98	Samira Verhees	May 2025
130	East Caucasian	Andic	Tindi	Tindi	village	yes	yes	Expression of the sense ‘maize’	other	Type of name	unclear	чакар	čakar	кукуруза	maize		Homophonous with 'sugar' (incl. stress pattern)	magomedova2003	370	Samira Verhees	May 2025
58	East Caucasian	Andic	Tindi	Tindi	village	no	no	Expression of the sense ‘maize’	other	Type of name	unclear	гъварч1ч1а//гъвач1ч1а	ʁʷa(r)čʼːa	воздушная кукуруза	roasted maize kernels			magomedova2003	139	Samira Verhees	May 2025
11	East Caucasian	Lezgic	Tsakhur	Gel'mets	village	no	yes	Expression of the sense ‘maize’	other	Type of name	garɣɯdalɯ - Azeri	къаргъадали	qːarʁadali	кукуруза	maize			chechuroetal2019	Gelmets1, Gelmets2, Gelmets3	Samira Verhees	May 2025
165	East Caucasian	Lezgic	Tsakhur	Kurdul	village	no	yes	Expression of the sense ‘maize’	other	Type of name	garɣɯdalɯ - Azeri	къаргъудалы	qːarʁudalɨ	кукуруза	maize			chechuroetal2019	Kurdul1, Kurdul2, Kurdul3	Samira Verhees	May 2025
166	East Caucasian	Lezgic	Tsakhur	Mikik	village	no	yes	Expression of the sense ‘maize’	other	Type of name	garɣɯdalɯ - Azeri	къаргъадали	qːarʁadali	кукуруза	maize			chechuroetal2019	Mikik1, Mikik2	Samira Verhees	May 2025
167	East Caucasian	Lezgic	Tsakhur	Qum	village	no	yes	Expression of the sense ‘maize’	other	Type of name	garɣɯdalɯ - Azeri	qarğıdəlı	garɣɯdalɯ	кукуруза	maize			chechuroetal2019	Qum1, Qum2	Samira Verhees	May 2025
59	East Caucasian	Lezgic	Tsakhur	Tsakh	dialect_toplevel	yes	yes	Expression of the sense ‘maize’	other	Type of name	garɣɯdalɯ - Azeri	къаргъуделий//къаргъудалий	qːarʁadelij // qːarʁudalij 	кукуруза	maize			ibragimovnurmamedov2010	215	Samira Verhees	May 2025
209	East Caucasian	Lezgic	Tsakhur			no	no	Expression of the sense ‘maize’	other	Type of name	unclear	kargodámo	kargodamo	Mais	maize			erckert1895	98	Samira Verhees	May 2025
169	East Caucasian	Tsezic	Tsez	Kidero	village	no	yes	Expression of the sense ‘maize’	other	Type of name	kukuruza - Russian	кукуруза	kukuruza	кукуруза	maize			chechuroetal2019	Kidero3	Samira Verhees	May 2025
182	East Caucasian	Tsezic	Tsez	Kidero	dialect_nt1	no	no	Expression of the sense ‘maize’	other	Type of name	unclear	ГЪАГЪ/А	ʁaʁa	воздушная кукуруза	roasted maize kernels			xalilov1999	87	Samira Verhees	May 2025
60	East Caucasian	Tsezic	Tsez	Kidero	dialect_nt1	yes	yes	Expression of the sense ‘maize’	other	Type of name	simindi - Georgian	симилди	simildi	кукуруза	maize			xalilov1999	228	Samira Verhees	May 2025
168	East Caucasian	Tsezic	Tsez	Kidero	village	no	no	Expression of the sense ‘maize’	other	Type of name	simindi - Georgian	симилди	simildi	кукуруза	maize			chechuroetal2019	Kidero1, Kidero2	Samira Verhees	May 2025
197	East Caucasian	Tsezic	Tsez			no	no	Expression of the sense ‘maize’	other	Type of name	simindi - Georgian	similduj	similduj	Mais, Mekkapilger-Weizen	maize			erckert1895	98	Samira Verhees	May 2025
61	East Caucasian	Nakh	Tsova-Tush	Zemo-Alvani	village	yes	yes	Expression of the sense ‘maize’	other	Type of name	simindi - Georgian	simĩd	simiːd	maize	maize			bertlani2013	280	Samira Verhees	May 2025
238	East Caucasian	Nakh	Tsova-Tush			no	no	Expression of the sense ‘maize’	other	Type of name	simindi - Georgian	simindi	simindi	Mays	maize			guldenstadt1791	508	Samira Verhees	May 2025
183	East Caucasian	Lezgic	Udi	Nizh	dialect_toplevel	no	yes	Expression of the sense ‘maize’	other	Type of name	garɣɯdalɯ - Azeri	къардали	qːardali	кукуруза	maize			gukasyan1974	154	Samira Verhees	May 2025
62	East Caucasian	Lezgic	Udi	Vartashen	dialect_toplevel	yes	yes	Expression of the sense ‘maize’	other	Type of name	garɣɯdalɯ - Azeri	къаргъодали	qːarʁodali	кукуруза	maize			gukasyan1974	154	Samira Verhees	May 2025
206	East Caucasian	Lezgic	Udi			no	no	Expression of the sense ‘maize’	other	Type of name	garɣɯdalɯ - Azeri	qarghudali	qarɣudali	Mais	maize			erckert1895	98	Samira Verhees	May 2025
70	East Caucasian	Andic	Upper Andi	Andi	village	yes	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	ħæžkʼa - Chechen	гьечIинкIа	hečʼinkʼa	кукуруза	maize			alisultanova2009	54	Samira Verhees	May 2025
71	East Caucasian	Andic	Upper Andi	Gagatli	village	no	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	ħæžkʼa - Chechen	гьеджинкӀа	heǯinkʼa	кукуруза	maize		Salimov mentions on page 42 that this is a borrowing from Chechen	salimov2010	276	Samira Verhees	May 2025
72	East Caucasian	Andic	Upper Andi	Rikvani	village	no	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	ħæžkʼa - Chechen	гьеч1инк1а	hečʼinkʼa	кукуруза	maize			suleymanov1957	58	Samira Verhees	May 2025
135	East Caucasian	Andic	Upper Andi	Zilo	village	no	no	Expression of the sense ‘maize’	hajj-wheat	Type of name	ħæžkʼa - Chechen	х1еч1ч1инк1а	ħečʼːinkʼa	кукуруза	maize			chechuroetal2019	Zilo2	Samira Verhees	May 2025
24	East Caucasian	Andic	Upper Andi	Zilo	village	no	yes	Expression of the sense ‘maize’	hajj-wheat	Type of name	ħæžkʼa - Chechen	хӏечӏинкӏа	ħečʼinkʼa	кукуруза	maize			moroz2024		Samira Verhees	May 2025
134	East Caucasian	Andic	Upper Andi	Zilo	village	no	no	Expression of the sense ‘maize’	hajj-wheat	Type of name	ħæžkʼa - Chechen	х1еч1инк1а	ħečʼinkʼa	кукуруза	maize			chechuroetal2019	Zilo1	Samira Verhees	May 2025
243	East Caucasian	Andic	Upper Andi			no	no	Expression of the sense ‘maize’	other	Type of name	unclear	tschoral lora	čoral lora	Mays	maize			guldenstadt1791	523	Samira Verhees	May 2025
196	East Caucasian	Andic	Upper Andi			no	no	Expression of the sense ‘maize’	hajj-wheat	Type of name	ħæžkʼa - Chechen	hedžin-kol	heǯin-kol	Mais	maize		Arabic according to the author	erckert1895	98	Samira Verhees	May 2025
