id	village	rus_village	lat	lon	lang	aff	family	standard	default_level	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltc_lang	lang_col	aff_col	dataset_version
705	Kassagumakhi	Кассагумахи	42.044941	47.371867	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Aqusha	акушинский					Kassagumakhi	darg1241	#ff9900	#ff9900	2025-03-20
706	Kachkalyk	Качкалык	42.6167127	47.3327529	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Ghadar	кадарское	Chankurbe	чанкурбинский					Kachkalyk	darg1241	#ff9900	#ff9900	2025-03-20
707	Kertukmakhi	Кертукмахи	42.28799	47.34305	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Aqusha	акушинский					Kertukmakhi	darg1241	#ff9900	#ff9900	2025-03-20
708	Kichi-Gamri	Кичи-Гамри	42.3125	47.7106	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Urakhi	урахинское	Kichihamri	кичи-гамринский					Kichi-Gamri	darg1241	#ff9900	#ff9900	2025-03-20
709	Krasnopartizansk	Краснопартизанск	42.27499	48.01592	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Urakhi	урахинское	Hureqi	урахинский					Krasnopartizansk	darg1241	#ff9900	#ff9900	2025-03-20
710	Kulkibekmakhi	Кулькибекмахи	42.339694	47.561667	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Urakhi	урахинское	Hureqi	урахинский					Kulkibekmakhi	darg1241	#ff9900	#ff9900	2025-03-20
711	Kurimakhi	Куримахи	42.304306	47.304694	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Aqusha	акушинский					Kurimakhi	darg1241	#ff9900	#ff9900	2025-03-20
712	Levashi	Леваши	42.4325	47.3258	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Lewasha	левашинский					Levashi	darg1241	#ff9900	#ff9900	2025-03-20
713	Leninkent	Ленинкент	42.4845668	47.7572129	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Murega-Gubdani	мюрего-губденское	Gubdani	губденский					Leninkent	darg1241	#ff9900	#ff9900	2025-03-20
714	Mamaaul	Мамааул	42.31709	47.75237	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Urakhi	урахинское	Mammaul	мамааульский					Mamaaul	darg1241	#ff9900	#ff9900	2025-03-20
715	Manas	Манас	42.7367	47.6958	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Murega-Gubdani	мюрего-губденское	Gubdani	губденский					Manas	darg1241	#ff9900	#ff9900	2025-03-20
716	Mekegi	Мекеги	42.3978	47.4625	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Murega-Gubdani	мюрего-губденское	Mikihi	мекегинский					Mekegi	darg1241	#ff9900	#ff9900	2025-03-20
717	Miglakasimakhi	Миглакасимахи	42.33599	47.56121	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Urakhi	урахинское	Hureqi	урахинский					Miglakasimakhi	darg1241	#ff9900	#ff9900	2025-03-20
718	Mugi	Муги	42.2989	47.4225	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Mugi	мугинское							Mugi	darg1241	#ff9900	#ff9900	2025-03-20
719	Murguk	Мургук	42.2717835	47.685769	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Urakhi	урахинское	Murguq	мургукский					Murguk	darg1241	#ff9900	#ff9900	2025-03-20
720	Myurego	Мюрего	42.4042	47.6894	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Murega-Gubdani	мюрего-губденское	Murega	мюрегинский					Myurego	darg1241	#ff9900	#ff9900	2025-03-20
721	Naskent	Наскент	42.38093	47.33624	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Lewasha	левашинский					Naskent	darg1241	#ff9900	#ff9900	2025-03-20
722	Nizhnee Labkomakhi	Нижнее Лабкомахи	42.35084	47.41873	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Lewasha	левашинский					Nizhnee Labkomakhi	darg1241	#ff9900	#ff9900	2025-03-20
723	Nizhnee Makhargimakhi	Нижнее Махаргимахи	42.33047	47.63788	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Urakhi	урахинское	Hureqi	урахинский					Nizhnee Makhargimakhi	darg1241	#ff9900	#ff9900	2025-03-20
724	Nizhnee Mulebki	Нижнее Мулебки	42.3281	47.5689	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Urakhi	урахинское	Lower Mulebki	нижнемулебкинский					Nizhnee Mulebki	darg1241	#ff9900	#ff9900	2025-03-20
725	Novoe Mugri	Новое Мугри	42.4741	47.75525	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Urakhi	урахинское	Mugri	мугринский					Novoe Mugri	darg1241	#ff9900	#ff9900	2025-03-20
726	Pervomayskoe	Первомайское	42.4992639	47.8928353	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Urakhi	урахинский							Pervomayskoe	darg1241	#ff9900	#ff9900	2025-03-20
727	Purrimakhi	Пурримахи	42.426446	47.465673	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Murega-Gubdani	мюрего-губденское	Mikihi	мекегинский					Purrimakhi	darg1241	#ff9900	#ff9900	2025-03-20
728	Semgamakhi	Семгамахи	42.28438	47.35484	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Aqusha	акушинский					Semgamakhi	darg1241	#ff9900	#ff9900	2025-03-20
729	Sergokala	Сергокала	42.4494	47.6633	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Urakhi	урахинское	Hureqi	урахинский					Sergokala	darg1241	#ff9900	#ff9900	2025-03-20
730	Siragi	Сираги	42.06667	47.56667	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Murega-Gubdani	мюрего-губденское	Gubdani	губденский					Siragi	darg1241	#ff9900	#ff9900	2025-03-20
731	Subakhtymakhi	Субахтымахи	42.336952	47.509514	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Murega-Gubdani	мюрего-губденское	Mikihi	мекегинский					Subakhtymakhi	darg1241	#ff9900	#ff9900	2025-03-20
732	Suleybakent	Сулейбакент	42.35785	47.37355	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Lewasha	левашинский					Suleybakent	darg1241	#ff9900	#ff9900	2025-03-20
733	Susakent	Сусакент	42.36361	47.35248	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Lewasha	левашинский					Susakent	darg1241	#ff9900	#ff9900	2025-03-20
734	Tagirkent	Тагиркент	42.3827	47.33326	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Lewasha	левашинский					Tagirkent	darg1241	#ff9900	#ff9900	2025-03-20
735	Tarlankak	Тарланкак	42.385231	47.474669	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Murega-Gubdani	мюрего-губденское	Mikihi	мекегинский					Tarlankak	darg1241	#ff9900	#ff9900	2025-03-20
736	Uznimakhi	Узнимахи	42.30003	47.3858	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Aqusha	акушинский					Uznimakhi	darg1241	#ff9900	#ff9900	2025-03-20
737	Ulluaya	Уллуая	42.3747	47.3756	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Lewasha	левашинский					Ulluaya	darg1241	#ff9900	#ff9900	2025-03-20
738	Ullukimakhi	Уллукимахи	42.310889	47.597667	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Urakhi	урахинское	Hureqi	урахинский					Ullukimakhi	darg1241	#ff9900	#ff9900	2025-03-20
739	Urakhi	Урахи	42.3347	47.5953	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Urakhi	урахинское	Hureqi	урахинский					Urakhi	darg1241	#ff9900	#ff9900	2025-03-20
740	Urgubamakhi	Ургубамахи	42.28968	47.31783	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Aqusha	акушинский					Urgubamakhi	darg1241	#ff9900	#ff9900	2025-03-20
741	Urkhuchimakhi	Урхучимахи	42.310271	47.260222	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Aqusha	акушинский					Urkhuchimakhi	darg1241	#ff9900	#ff9900	2025-03-20
742	Khabkaymakhi	Хабкаймахи	42.361312	47.5850482	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Urakhi	урахинское	Hureqi	урахинский					Khabkaymakhi	darg1241	#ff9900	#ff9900	2025-03-20
743	Khazhnimakhi	Хажнимахи	42.254562	47.315856	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Aqusha	акушинский					Khazhnimakhi	darg1241	#ff9900	#ff9900	2025-03-20
744	Khantskarkamakhi	Ханцкаркамахи	42.330333	47.550694	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Urakhi	урахинское	Hureqi	урахинский					Khantskarkamakhi	darg1241	#ff9900	#ff9900	2025-03-20
745	Khasakent	Хасакент	42.37754	47.34265	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Lewasha	левашинский					Khasakent	darg1241	#ff9900	#ff9900	2025-03-20
746	Khebrela-Ela	Хебрела-Эла	42.40945	47.45544	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Murega-Gubdani	мюрего-губденское	Mikihi	мекегинский					Khebrela-Ela	darg1241	#ff9900	#ff9900	2025-03-20
747	Khenklakar	Хенклакар	42.257833	47.306649	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Aqusha	акушинский					Khenklakar	darg1241	#ff9900	#ff9900	2025-03-20
748	Tserkhimakhi	Церхимахи	42.276694	47.336755	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Aqusha	акушинский					Tserkhimakhi	darg1241	#ff9900	#ff9900	2025-03-20
749	Tsundimakhi	Цундимахи	42.25164	47.31668	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Aqusha	акушинский					Tsundimakhi	darg1241	#ff9900	#ff9900	2025-03-20
750	Tsunimakhi	Цунимахи	42.29835	47.26194	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Aqusha	акушинский					Tsunimakhi	darg1241	#ff9900	#ff9900	2025-03-20
751	Tsurmakhi	Цурмахи	42.31845	47.57516	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Urakhi	урахинское	Hureqi	урахинский					Tsurmakhi	darg1241	#ff9900	#ff9900	2025-03-20
752	Chabazimakhi	Чабазимахи	42.360297	47.570316	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Urakhi	урахинское	Hureqi	урахинский					Chabazimakhi	darg1241	#ff9900	#ff9900	2025-03-20
753	Chabanmakhi	Чабанмахи	42.6366466	47.2565885	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Ghadar	кадарское	Qaramakhi	карамахинский					Chabanmakhi	darg1241	#ff9900	#ff9900	2025-03-20
754	Chankalamakhi	Чанкаламахи	42.27788	47.365804	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Aqusha	акушинский					Chankalamakhi	darg1241	#ff9900	#ff9900	2025-03-20
755	Chankurbe	Чанкурбе	42.630465	47.300216	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Ghadar	кадарское	Chankurbe	чанкурбинский					Chankurbe	darg1241	#ff9900	#ff9900	2025-03-20
756	Chakhimakhi	Чахимахи	42.4223787	47.4624073	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Murega-Gubdani	мюрего-губденское	Mikihi	мекегинский					Chakhimakhi	darg1241	#ff9900	#ff9900	2025-03-20
757	Chinimakhi	Чинимахи	42.27565	47.37455	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Aqusha	акушинский					Chinimakhi	darg1241	#ff9900	#ff9900	2025-03-20
758	Shinkalabukhna	Шинкалабухна	42.388782	47.47115	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Murega-Gubdani	мюрего-губденское	Mikihi	мекегинский					Shinkalabukhna	darg1241	#ff9900	#ff9900	2025-03-20
759	Shinkbalakada	Шинкбалакада	42.259644	47.299385	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Aqusha	акушинский					Shinkbalakada	darg1241	#ff9900	#ff9900	2025-03-20
760	Shikhshaka	Шихшака	42.4223787	47.4624073	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Murega-Gubdani	мюрего-губденское	Mikihi	мекегинский					Shikhshaka	darg1241	#ff9900	#ff9900	2025-03-20
761	Shumkhrimakhi	Шумхримахи	42.291042	47.268562	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Aqusha	акушинский					Shumkhrimakhi	darg1241	#ff9900	#ff9900	2025-03-20
762	Ebdalaya	Эбдалая	42.3683	47.3433	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Lewasha	левашинский					Ebdalaya	darg1241	#ff9900	#ff9900	2025-03-20
763	Elakatmakhi	Элакатмахи	42.454026	47.398334	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Lewasha	левашинский					Elakatmakhi	darg1241	#ff9900	#ff9900	2025-03-20
764	Yaraymakhi	Яраймахи	42.295511	47.359585	North-Central Dargwa	Dargwa	East Caucasian		Northern Dargwa	Aqusha	акушинское	Aqusha	акушинский					Yaraymakhi	darg1241	#ff9900	#ff9900	2025-03-20
765	Zelenomorskoe	Зеленоморское	42.77004	47.68884	Kajtak	Dargwa	East Caucasian		Sanaqari-Chahrizhi	mixed	mixed							Zelenomorskoe	kajt1238	#ff9900	#ff9900	2025-03-20
766	Sanakari	Санакари	42.012126	47.641267	Kajtak	Dargwa	East Caucasian		Sanaqari-Chahrizhi	Sanaqari	санакаринское							Sanakari	kajt1238	#ff9900	#ff9900	2025-03-20
767	Chakhrizhi	Чахрижи	42.00702	47.622084	Kajtak	Dargwa	East Caucasian		Sanaqari-Chahrizhi	Chahrizhi	чахрижское							Chakhrizhi	kajt1238	#ff9900	#ff9900	2025-03-20
768	Itsari	Ицари	41.99733	47.5833	Southwestern Dargwa	Dargwa	East Caucasian		Sanzhi-Itsari	Itsari	ицаринское							Itsari	sout3261	#ff9900	#ff9900	2025-03-20
769	Sanzhi	Санжи	41.978061	47.56402	Southwestern Dargwa	Dargwa	East Caucasian		Sanzhi-Itsari	Sanzhi	санжинское							Sanzhi	sout3261	#ff9900	#ff9900	2025-03-20
770	Shari	Шари	41.957302	47.608649	Kajtak	Dargwa	East Caucasian		Shari									Shari	kajt1238	#ff9900	#ff9900	2025-03-20
771	Amukh	Амух	41.9142	47.5422	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Upper Vurqun	верхневуркунское	Amuq	амухский					Amukh	sout3261	#ff9900	#ff9900	2025-03-20
772	Anklukh	Анклух	41.92131	47.527334	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Upper Vurqun	верхневуркунское	Anklugh	анклухский					Anklukh	sout3261	#ff9900	#ff9900	2025-03-20
773	Arassamakhi	Арассамахи	42.057708	47.401089	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Arassamakhi	sout3261	#ff9900	#ff9900	2025-03-20
774	Ayatsimakhi	Аяцимахи	42.00618	47.46117	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Dzilebki	карбукский					Ayatsimakhi	sout3261	#ff9900	#ff9900	2025-03-20
775	Ayatsuri	Аяцури	42.07354	47.45121	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Urari	ураринский					Ayatsuri	sout3261	#ff9900	#ff9900	2025-03-20
776	Bakni	Бакни	42.11618	47.53095	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Baqni	бакнинский					Bakni	sout3261	#ff9900	#ff9900	2025-03-20
777	Bikalamakhi	Бикаламахи	42.04647	47.36054	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Bikalamakhi	sout3261	#ff9900	#ff9900	2025-03-20
778	Bukkamakhi	Буккамахи	42.03148	47.41884	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Bukkamakhi	sout3261	#ff9900	#ff9900	2025-03-20
779	Butulta	Бутулта	42.074641	47.440349	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Urari	ураринский					Butulta	sout3261	#ff9900	#ff9900	2025-03-20
780	Verkhniy Karshli	Верхний Каршли	42.051585	47.339434	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Verkhniy Karshli	sout3261	#ff9900	#ff9900	2025-03-20
781	Verkhniy Chiamakhi	Верхний Чиамахи	42.02996	47.38803	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Verkhniy Chiamakhi	sout3261	#ff9900	#ff9900	2025-03-20
782	Giyagaramakhi	Гиягарамахи	42.08381	47.37841	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Giyagaramakhi	sout3261	#ff9900	#ff9900	2025-03-20
783	Guzbaya	Гузбая	42.04744	47.51385	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Dzilebki	дзилебкинский					Guzbaya	sout3261	#ff9900	#ff9900	2025-03-20
784	Guladty	Гуладты	42.11523	47.45074	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Ghuladti	гуладтинский					Guladty	sout3261	#ff9900	#ff9900	2025-03-20
785	Gulebki	Гулебки	42.11181	47.39688	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Gulebki	sout3261	#ff9900	#ff9900	2025-03-20
786	Dzilebki	Дзилебки	42.04989	47.55693	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Dzilebki	дзилебкинский					Dzilebki	sout3261	#ff9900	#ff9900	2025-03-20
787	Duakar	Дуакар	42.064159	47.460081	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Urari	ураринский					Duakar	sout3261	#ff9900	#ff9900	2025-03-20
788	Kaddamakhi	Каддамахи	42.045284	47.356444	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Kaddamakhi	sout3261	#ff9900	#ff9900	2025-03-20
789	Karashimakhi	Карашимахи	42.02781	47.3975	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Karashimakhi	sout3261	#ff9900	#ff9900	2025-03-20
790	Karayamakhi	Караямахи	42.07822	47.34643	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Karayamakhi	sout3261	#ff9900	#ff9900	2025-03-20
791	Karbuchimakhi	Карбучимахи	42.007461	47.429948	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Dzilebki	карбукский					Karbuchimakhi	sout3261	#ff9900	#ff9900	2025-03-20
792	Karkatsi	Каркаци	42.08389	47.46694	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Urari	ураринский					Karkatsi	sout3261	#ff9900	#ff9900	2025-03-20
793	Kishchamakhi	Кищамахи	42.051	47.44197	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Urari	ураринский					Kishchamakhi	sout3261	#ff9900	#ff9900	2025-03-20
794	Kubrimakhi	Кубримахи	42.073256	47.371048	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Kubrimakhi	sout3261	#ff9900	#ff9900	2025-03-20
795	Kuliyamakhi	Кулиямахи	42.07717	47.33501	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Kuliyamakhi	sout3261	#ff9900	#ff9900	2025-03-20
796	Kunki	Кунки	41.95923	47.47173	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Upper Vurqun	верхневуркунское	Qunqi	кункинский					Kunki	sout3261	#ff9900	#ff9900	2025-03-20
797	Kurkimakhi	Куркимахи	42.0902127	47.47584	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Urari	ураринский					Kurkimakhi	sout3261	#ff9900	#ff9900	2025-03-20
798	Mikrasanamakhi	Микрасанамахи	42.0635083	47.4614044	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Urari	ураринский					Mikrasanamakhi	sout3261	#ff9900	#ff9900	2025-03-20
799	Mirzita	Мирзита	42.1309	47.47663	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Ghuladti	гуладтинский					Mirzita	sout3261	#ff9900	#ff9900	2025-03-20
800	Mukrakari	Мукракари	42.06667	47.5	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Urari	ураринский					Mukrakari	sout3261	#ff9900	#ff9900	2025-03-20
801	Murlatinamakhi	Мурлатинамахи	42.08451	47.35718	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Murlatinamakhi	sout3261	#ff9900	#ff9900	2025-03-20
802	Nakhki	Нахки	42.07562	47.39905	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Nakhki	sout3261	#ff9900	#ff9900	2025-03-20
803	Natsi	Наци	42.075335	47.38728	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Natsi	sout3261	#ff9900	#ff9900	2025-03-20
804	Nizhniy Karshli	Нижний Каршли	42.049911	47.343884	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Nizhniy Karshli	sout3261	#ff9900	#ff9900	2025-03-20
805	Nizhniy Chiamakhi	Нижний Чиамахи	42.036598	47.39	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Nizhniy Chiamakhi	sout3261	#ff9900	#ff9900	2025-03-20
806	Sumiya	Сумия	42.04344	47.45616	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Urari	ураринский					Sumiya	sout3261	#ff9900	#ff9900	2025-03-20
807	Sur-Surbachi	Сур-Сурбачи	42.0635083	47.4614044	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Urari	ураринский					Sur-Surbachi	sout3261	#ff9900	#ff9900	2025-03-20
808	Sutbuk	Сутбук	42.1036	47.5403	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Baqni	бакнинский					Sutbuk	sout3261	#ff9900	#ff9900	2025-03-20
809	Tanty	Танты	42.1642	47.3167	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Tanti	тантынское							Tanty	sout3261	#ff9900	#ff9900	2025-03-20
810	Tuzlamakhi	Тузламахи	42.07877	47.36836	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Tuzlamakhi	sout3261	#ff9900	#ff9900	2025-03-20
811	Turakarimakhi	Туракаримахи	42.06	47.46667	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Urari	ураринский					Turakarimakhi	sout3261	#ff9900	#ff9900	2025-03-20
812	Uzralmakhi	Узралмахи	42.05782	47.44987	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Urari	ураринский					Uzralmakhi	sout3261	#ff9900	#ff9900	2025-03-20
813	Uragi	Ураги	42.06914	47.569377	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Dzilebki	дзилебкинский					Uragi	sout3261	#ff9900	#ff9900	2025-03-20
814	Urari	Урари	42.0997	47.4569	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Urari	ураринский					Urari	sout3261	#ff9900	#ff9900	2025-03-20
815	Urgani	Ургани	42.13638	47.36146	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Urgani	sout3261	#ff9900	#ff9900	2025-03-20
816	Urzhagimakhi	Уржагимахи	42.06149	47.37056	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Urzhagimakhi	sout3261	#ff9900	#ff9900	2025-03-20
817	Urkutamakhi-1	Уркутамахи-1	42.07093	47.52058	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Urari	ураринский					Urkutamakhi-1	sout3261	#ff9900	#ff9900	2025-03-20
818	Urkutamakhi-2	Уркутамахи-2	42.06667	47.53333	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Urari	ураринский					Urkutamakhi-2	sout3261	#ff9900	#ff9900	2025-03-20
819	Urkhnishcha	Урхнища	42.08278	47.50306	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Urari	ураринский					Urkhnishcha	sout3261	#ff9900	#ff9900	2025-03-20
820	Urkhulakar	Урхулакар	42.04352	47.40002	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Urkhulakar	sout3261	#ff9900	#ff9900	2025-03-20
821	Urtsaki	Урцаки	42.09916	47.56236	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Urtsaki	урцакинский					Urtsaki	sout3261	#ff9900	#ff9900	2025-03-20
822	Utsulimakhi	Уцулимахи	42.064935	47.42661	Southwestern Dargwa	Dargwa	East Caucasian		Southwestern Dargwa	Sirhwa	сирхинское	Upper Sirhwa	верхнесирхинский					Utsulimakhi	darg1241	#ff9900	#ff9900	2025-03-20
