id	village	rus_village	lat	lon	lang	aff	family	standard	default_level	dialect_toplevel	dialect_toplevel_cyr	dialect_nt1	dialect_nt1_cyr	dialect_nt2	dialect_nt2_cyr	dialect_nt3	dialect_nt3_cyr	village_dialect	gltc_lang	lang_col	aff_col	dataset_version
1	Abaəli	Абалы	41.60501	46.54	Avar	Avar-Andic	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	закатальский	Car	джарский			Abaəli	avar1256	#009999	#009999	2025-03-20
2	Agada	Агада	42.413046	46.840817	Avar	Avar-Andic	East Caucasian		Avar	Kuyada-Salta	Куяда-салтинское	Kuyada	куядинский					Agada	avar1256	#009999	#009999	2025-03-20
3	Aymaki	Аймаки	42.5342	47.1383	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	North-Eastern Avar	северовосточноаварский	Gergebil	гергебильский	Aymaki	avar1256	#009999	#009999	2025-03-20
4	Akaytala	Акайтала	43.03176	46.92583	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Akaytala	avar1256	#009999	#009999	2025-03-20
5	Akaro	Акаро	43.352007	46.977198	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Akaro	avar1256	#009999	#009999	2025-03-20
6	Akushali	Акушали	42.4992	46.9504	Avar	Avar-Andic	East Caucasian		Avar	Kuyada-Salta	Куяда-салтинское	Kudali-Salta	кудали-салтинский					Akushali	avar1256	#009999	#009999	2025-03-20
7	Ala	Ала	42.415472	46.837085	Avar	Avar-Andic	East Caucasian		Avar	Kuyada-Salta	Куяда-салтинское	Kuyada	куядинский					Ala	avar1256	#009999	#009999	2025-03-20
8	Alak	Алак	42.6092	46.1972	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Unqratl	ункратльский			Alak	avar1256	#009999	#009999	2025-03-20
9	Albaniya	Албания	42.2863	46.3985	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Northern Antlratl	северноанкратльский	Tash	ташский			Albaniya	avar1256	#009999	#009999	2025-03-20
10	Almak	Алмак	42.985693	46.580315	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Almak	avar1256	#009999	#009999	2025-03-20
11	Amishta	Амишта	42.62967	46.552971	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Amishta	avar1256	#009999	#009999	2025-03-20
12	Amuarib	Амуариб	42.40959	46.847611	Avar	Avar-Andic	East Caucasian		Avar	Kuyada-Salta	Куяда-салтинское	Kuyada	куядинский					Amuarib	avar1256	#009999	#009999	2025-03-20
13	Amushchi Bolshoe	Амущи Большое	42.63752	46.4864	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Amushchi Bolshoe	avar1256	#009999	#009999	2025-03-20
14	Amushchi Maloe	Амущи Малое	42.650445	46.487815	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Amushchi Maloe	avar1256	#009999	#009999	2025-03-20
15	Anada	Анада	42.17306	46.36917	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Northern Antlratl	северноанкратльский	Tash	ташский			Anada	avar1256	#009999	#009999	2025-03-20
16	Andykh	Андых	42.5119	46.5939	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Andykh	avar1256	#009999	#009999	2025-03-20
17	Ansalta	Ансалта	42.6939	46.1147	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Unqratl	ункратльский			Ansalta	avar1256	#009999	#009999	2025-03-20
18	Ankhvala	Анхвала	43.6555637	46.903205	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Unqratl	ункратльский			Ankhvala	avar1256	#009999	#009999	2025-03-20
19	Antsukh	Анцух	42.1903743	46.3374704	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Northern Antlratl	северноанкратльский	Antsuq	анцухский			Antsukh	avar1256	#009999	#009999	2025-03-20
20	Apshi	Апши	42.6094	47.1742	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	North-Eastern Avar	северовосточноаварский	Gergebil	гергебильский	Apshi	avar1256	#009999	#009999	2025-03-20
21	Arada	Арада	43.309578	47.151493	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Arada	avar1256	#009999	#009999	2025-03-20
22	Arakani	Аракани	42.6088986	46.9905431	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	North-Eastern Avar	северовосточноаварский	Gergebil	гергебильский	Arakani	avar1256	#009999	#009999	2025-03-20
23	Arani	Арани	42.5556	46.7225	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Arani	avar1256	#009999	#009999	2025-03-20
24	Argvani	Аргвани	42.8128	46.5792	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Argvani	avar1256	#009999	#009999	2025-03-20
25	Arkas	Аркас	42.65194	47.13833	Avar	Avar-Andic	East Caucasian		Avar	Kuyada-Salta	Куяда-салтинское	Kudali-Salta	кудали-салтинский					Arkas	avar1256	#009999	#009999	2025-03-20
26	Arkida	Аркида	43.2063305	47.0597971	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Arkida	avar1256	#009999	#009999	2025-03-20
27	Artlukh	Артлух	42.8631	46.6683	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Artlukh	avar1256	#009999	#009999	2025-03-20
28	Arkhida	Архида	43.4301147	46.7866756	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Arkhida	avar1256	#009999	#009999	2025-03-20
29	Arykhkent	Арыхкент	42.6440814	47.1824899	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	North-Eastern Avar	северовосточноаварский	Gergebil	гергебильский	Arykhkent	avar1256	#009999	#009999	2025-03-20
30	Assab	Ассаб	42.471596	46.492475	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Baqluq	батлухский	Assab	ассабский			Assab	avar1256	#009999	#009999	2025-03-20
31	Ashabil-Kuli	Асхабиль-Кули	42.409844	46.854478	Avar	Avar-Andic	East Caucasian		Avar	Kuyada-Salta	Куяда-салтинское	Kuyada	куядинский					Ashabil-Kuli	avar1256	#009999	#009999	2025-03-20
32	Akhalchi	Ахалчи	42.594957	46.631744	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Akhalchi	avar1256	#009999	#009999	2025-03-20
33	Akhkent	Ахкент	42.57353	47.18488	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	North-Eastern Avar	северовосточноаварский	Gergebil	гергебильский	Akhkent	avar1256	#009999	#009999	2025-03-20
34	Akhsu	Ахсу	42.923767	46.693999	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Akhsu	avar1256	#009999	#009999	2025-03-20
35	Akhtachikan	Ахтачикан	42.8619399	46.6693801	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Akhtachikan	avar1256	#009999	#009999	2025-03-20
36	Akhtini	Ахтини	43.2818572	47.0269665	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Akhtini	avar1256	#009999	#009999	2025-03-20
37	Aşağı Tala	Ашагытала	41.6033	46.6442	Avar	Avar-Andic	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	закатальский					Aşağı Tala	avar1256	#009999	#009999	2025-03-20
38	Ashilta	Ашильта	42.772446	46.728853	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Ashilta	avar1256	#009999	#009999	2025-03-20
39	Bavtugay	Бавтугай	43.164415	46.834429	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Bavtugay	avar1256	#009999	#009999	2025-03-20
40	Baginub	Багинуб	42.174423	46.88139	Avar	Avar-Andic	East Caucasian		Avar	Qaraq-Bukhti-Unti	Карахско-бухтинско-унтибское	Qaraq	карахский	Rissib	риссибский			Baginub	avar1256	#009999	#009999	2025-03-20
41	Baitl	Баитль	42.546452	46.676472	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Baitl	avar1256	#009999	#009999	2025-03-20
42	Balanub	Балануб	42.4284	46.8251	Avar	Avar-Andic	East Caucasian		Avar	Kuyada-Salta	Куяда-салтинское	Kuyada	куядинский					Balanub	avar1256	#009999	#009999	2025-03-20
43	Balakhani	Балахани	42.6310755	46.8922639	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Balakhani	avar1256	#009999	#009999	2025-03-20
44	Baldutl	Балдутль	42.424861	46.790577	Avar	Avar-Andic	East Caucasian		Avar	Kuyada-Salta	Куяда-салтинское	Kuyada	куядинский					Baldutl	avar1256	#009999	#009999	2025-03-20
45	Barnab	Барнаб	42.07964	46.37894	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Northern Antlratl	северноанкратльский	Antsros-Unhada	анцрос-унхадинский			Barnab	avar1256	#009999	#009999	2025-03-20
46	Basar	Басар	42.423889	46.793333	Avar	Avar-Andic	East Caucasian		Avar	Kuyada-Salta	Куяда-салтинское	Kuyada	куядинский					Basar	avar1256	#009999	#009999	2025-03-20
47	Batlaich	Батлаич	42.554821	46.754217	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Batlaich	avar1256	#009999	#009999	2025-03-20
48	Batsada	Бацада	42.3036	46.9092	Avar	Avar-Andic	East Caucasian		Avar	Qaraq-Bukhti-Unti	Карахско-бухтинско-унтибское	Unti-Batsada	унтибско-бацадинский	Batsada	бацадинский			Batsada	avar1256	#009999	#009999	2025-03-20
49	Batsikvarikh	Бацикварих	42.408056	46.858611	Avar	Avar-Andic	East Caucasian		Avar	Kuyada-Salta	Куяда-салтинское	Kuyada	куядинский					Batsikvarikh	avar1256	#009999	#009999	2025-03-20
50	Bezhuda	Бежуда	42.200348	46.479175	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Northern Antlratl	северноанкратльский	Tash	ташский			Bezhuda	avar1256	#009999	#009999	2025-03-20
51	Beretbinə	Беретбина	41.6403	46.4908	Avar	Avar-Andic	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	закатальский	Balakən	белоканский	Katekh	катехский	Beretbinə	avar1256	#009999	#009999	2025-03-20
52	Betelda	Бетельда	41.95077	46.54164	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Southern Antlratl	южноанкратльский	Tomur	томурский			Betelda	avar1256	#009999	#009999	2025-03-20
53	Betli	Бетли	42.723324	46.733091	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Betli	avar1256	#009999	#009999	2025-03-20
54	Yuxarı Tala	Биринджи Тала	41.6262	46.6713	Avar	Avar-Andic	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	закатальский	Car	джарский	Tala	талинский	Yuxarı Tala	avar1256	#009999	#009999	2025-03-20
55	Beçeqarbinə	Бичигар	41.6302	46.3669	Avar	Avar-Andic	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	закатальский	Balakən	белоканский	Katekh	катехский	Beçeqarbinə	avar1256	#009999	#009999	2025-03-20
56	Bolshoy Urala	Большой Урала	42.424277	46.805844	Avar	Avar-Andic	East Caucasian		Avar	Kuyada-Salta	Куяда-салтинское	Kuyada	куядинский					Bolshoy Urala	avar1256	#009999	#009999	2025-03-20
57	Bochokh	Бочох	42.22	46.28472	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Northern Antlratl	северноанкратльский	Antsuq	анцухский			Bochokh	avar1256	#009999	#009999	2025-03-20
58	Buynaksk	Буйнакск	42.818275	47.123136	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	mixed	смешанный			Buynaksk	avar1256	#009999	#009999	2025-03-20
59	Burtunay	Буртунай	42.992004	46.630332	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Burtunay	avar1256	#009999	#009999	2025-03-20
60	Busutli	Бусутли	42.245017	46.362562	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Northern Antlratl	северноанкратльский	Tash	ташский			Busutli	avar1256	#009999	#009999	2025-03-20
61	Bukhty	Бухты	42.240712	46.985633	Avar	Avar-Andic	East Caucasian		Avar	Qaraq-Bukhti-Unti	Карахско-бухтинско-унтибское	Bukhti	бухтинский					Bukhty	avar1256	#009999	#009999	2025-03-20
62	Butsra	Буцра	42.58902	46.7677	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Butsra	avar1256	#009999	#009999	2025-03-20
63	Verkhnee Inkho	Верхнее Инхо	42.70659	46.50415	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Verkhnee Inkho	avar1256	#009999	#009999	2025-03-20
64	Verkhnee Khvarshini	Верхнее Хваршини	42.4079791	45.842582	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Unqratl	ункратльский			Verkhnee Khvarshini	avar1256	#009999	#009999	2025-03-20
65	Verkhnie Akhalchi	Верхние Ахалчи	42.59911	46.63581	Avar	Avar-Andic	East Caucasian		Avar									Verkhnie Akhalchi	avar1256	#009999	#009999	2025-03-20
66	Verkhniy Aradirikh	Верхний Арадирих	42.8148532	46.5940654	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Verkhniy Aradirikh	avar1256	#009999	#009999	2025-03-20
67	Verkhniy Batlukh	Верхний Батлух	42.496276	46.502217	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Baqluq	батлухский	Baqluq proper	собственно батлухский			Verkhniy Batlukh	avar1256	#009999	#009999	2025-03-20
68	Verkhniy Dzhengutay	Верхний Дженгутай	42.67476	47.23415	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	North-Eastern Avar	северовосточноаварский	Gergebil	гергебильский	Verkhniy Dzhengutay	avar1256	#009999	#009999	2025-03-20
69	Verkhniy Karanay	Верхний Каранай	42.8281	46.9072	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	North-Eastern Avar	северовосточноаварский			Verkhniy Karanay	avar1256	#009999	#009999	2025-03-20
70	Verkhniy Kolob	Верхний Колоб	42.4265358	46.4888366	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Qahib	кахибский					Verkhniy Kolob	avar1256	#009999	#009999	2025-03-20
71	Verkhniy Togokh	Верхний Тогох	42.4265358	46.4888366	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	North-Eastern Avar	северовосточноаварский	Teletli	телетлинский	Verkhniy Togokh	avar1256	#009999	#009999	2025-03-20
72	Yuxarı Çardaxlar	Верхний Чардахлар	41.5825	46.75	Avar	Avar-Andic	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	закатальский					Yuxarı Çardaxlar	avar1256	#009999	#009999	2025-03-20
73	Vöhtala	Войтала	41.570004	46.4997127	Avar	Avar-Andic	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	закатальский	Car	джарский			Vöhtala	avar1256	#009999	#009999	2025-03-20
74	Qəbizdərə	Габиздаьраь; Кабиздере	41.6949	46.5869	Avar	Avar-Andic	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	закатальский	Car	джарский			Qəbizdərə	avar1256	#009999	#009999	2025-03-20
75	Gagar	Гагар	41.999252	46.592744	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Southern Antlratl	южноанкратльский	Buhnada	бухнадинский			Gagar	avar1256	#009999	#009999	2025-03-20
76	Gadari	Гадари	42.807303	46.621237	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Gadari	avar1256	#009999	#009999	2025-03-20
77	Gazilala	Газилала	42.4124	46.8079	Avar	Avar-Andic	East Caucasian		Avar	Kuyada-Salta	Куяда-салтинское	Kuyada	куядинский					Gazilala	avar1256	#009999	#009999	2025-03-20
78	Gakko	Гакко	42.47024	45.882	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Unqratl	ункратльский			Gakko	avar1256	#009999	#009999	2025-03-20
79	Gamsutl	Гамсутль	42.301972	46.996315	Avar	Avar-Andic	East Caucasian		Avar	Andalal	Андалальское	Ghamsutl	гамсутлинский					Gamsutl	avar1256	#009999	#009999	2025-03-20
80	Garakolob	Гараколоб	42.048887	46.455015	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Southern Antlratl	южноанкратльский	Buhnada	бухнадинский			Garakolob	avar1256	#009999	#009999	2025-03-20
81	Garbilazda	Гарбилазда	42.431149	46.816819	Avar	Avar-Andic	East Caucasian		Avar	Kuyada-Salta	Куяда-салтинское	Kuyada	куядинский					Garbilazda	avar1256	#009999	#009999	2025-03-20
82	Gatsalukh	Гацалух	42.59298	46.64949	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Gatsalukh	avar1256	#009999	#009999	2025-03-20
83	Gvedysh	Гведыш	42.13591	46.41437	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Northern Antlratl	северноанкратльский	Antsros-Unhada	анцрос-унхадинский			Gvedysh	avar1256	#009999	#009999	2025-03-20
84	Gebguda	Гебгуда	42.190026	46.354817	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Northern Antlratl	северноанкратльский	Tash	ташский			Gebguda	avar1256	#009999	#009999	2025-03-20
85	Gendukh	Гендух	42.13476	46.403084	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Northern Antlratl	северноанкратльский	Antsros-Unhada	анцрос-унхадинский			Gendukh	avar1256	#009999	#009999	2025-03-20
86	Genekolob	Генеколоб	41.916992	46.600199	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Southern Antlratl	южноанкратльский	Tomur	томурский			Genekolob	avar1256	#009999	#009999	2025-03-20
87	Genitsurib	Геницуриб	42.425104	46.705356	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	North-Eastern Avar	северовосточноаварский	Teletli	телетлинский	Genitsurib	avar1256	#009999	#009999	2025-03-20
88	Genichutl	Геничутль	42.5477535	46.7069854	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Genichutl	avar1256	#009999	#009999	2025-03-20
89	Genta	Гента	42.3725836	46.5603422	Avar	Avar-Andic	East Caucasian		Avar	Hid-Qeleb	Гидское	Hid	собственно гидский	Urada	урадинский			Genta	avar1256	#009999	#009999	2025-03-20
90	Gergebil	Гергебиль	42.5047	47.0661	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	North-Eastern Avar	северовосточноаварский	Gergebil	гергебильский	Gergebil	avar1256	#009999	#009999	2025-03-20
91	Gergentala	Гергентала	42.73225	47.05913	Avar	Avar-Andic	East Caucasian		Avar	Kuyada-Salta	Куяда-салтинское	Kudali-Salta	кудали-салтинский					Gergentala	avar1256	#009999	#009999	2025-03-20
92	Gərəkli	Герекли	41.7424	46.3935	Avar	Avar-Andic	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	закатальский	Balakən	белоканский	Balakən proper	собственно белоканский	Gərəkli	avar1256	#009999	#009999	2025-03-20
93	Gerel	Герель	41.94451	46.551888	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Southern Antlratl	южноанкратльский	Tomur	томурский			Gerel	avar1256	#009999	#009999	2025-03-20
94	Gertma	Гертма	42.996711	46.74415	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Gertma	avar1256	#009999	#009999	2025-03-20
95	Gidatli	Гидатли	42.266327	46.374506	Avar	Avar-Andic	East Caucasian		Avar	Southern Avar	Южноаварский	Antsukh	анцухский	Antsrosunkhada	Анцросунхадинский	Kosob		Gidatli	avar1256	#009999	#009999	2025-03-20
96	Gidatlinskiy Most	Гидатлинский Мост	42.395122	46.514566	Avar	Avar-Andic	East Caucasian		Avar	Hid-Qeleb	Гидское	Hid	собственно гидский					Gidatlinskiy Most	avar1256	#009999	#009999	2025-03-20
97	Gidib	Гидиб	42.22942	46.80621	Avar	Avar-Andic	East Caucasian		Avar	Qaraq-Bukhti-Unti	Карахско-бухтинско-унтибское	Qaraq	карахский	Mukratl	мукратльский			Gidib	avar1256	#009999	#009999	2025-03-20
98	Gilib	Гилиб	42.1169	46.7761	Avar	Avar-Andic	East Caucasian		Avar	Qaraq-Bukhti-Unti	Карахско-бухтинско-унтибское	Qaraq	карахский	Tlesserukh	тлессерухский			Gilib	avar1256	#009999	#009999	2025-03-20
99	Gimry	Гимры	42.757219	46.838739	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Gimry	avar1256	#009999	#009999	2025-03-20
100	Gindib	Гиндиб	42.11296	46.50397	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Southern Antlratl	южноанкратльский	Buhnada	бухнадинский			Gindib	avar1256	#009999	#009999	2025-03-20
101	Goab	Гоаб	42.097185	46.738407	Avar	Avar-Andic	East Caucasian		Avar	Qaraq-Bukhti-Unti	Карахско-бухтинско-унтибское	Qaraq	карахский	Tlesserukh	тлессерухский			Goab	avar1256	#009999	#009999	2025-03-20
102	Gogotl	Гоготль	42.488172	46.7376569	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	North-Eastern Avar	северовосточноаварский	Teletli	телетлинский	Gogotl	avar1256	#009999	#009999	2025-03-20
103	Gozolokolo	Гозолоколо	42.569651	46.61206	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Gozolokolo	avar1256	#009999	#009999	2025-03-20
104	Höytala	Гойтала	41.5817	46.4993	Avar	Avar-Andic	East Caucasian		Avar	Southern Avar	Южноаварский	Zaqatala	закатальский	Car	джарский			Höytala	avar1256	#009999	#009999	2025-03-20
105	Golotl	Голотль	42.485962	46.735698	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Baqluq	батлухский	Holotl	голотлинский			Golotl	avar1256	#009999	#009999	2025-03-20
106	Gondokori	Гондокори	42.5895667	46.6755481	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Gondokori	avar1256	#009999	#009999	2025-03-20
107	Gonoda	Гонода	42.4697	46.7892	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	North-Eastern Avar	северовосточноаварский	Teletli	телетлинский	Gonoda	avar1256	#009999	#009999	2025-03-20
108	Gonokh	Гонох	42.56163	46.6896	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Gonokh	avar1256	#009999	#009999	2025-03-20
109	Gontlob	Гонтлоб	42.280673	46.726468	Avar	Avar-Andic	East Caucasian		Avar	Qaraq-Bukhti-Unti	Карахско-бухтинско-унтибское	Qaraq	карахский	Upper Qaraq	верхне-карахский			Gontlob	avar1256	#009999	#009999	2025-03-20
110	Goor	Гоор	42.43339	46.56927	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Qahib	кахибский					Goor	avar1256	#009999	#009999	2025-03-20
111	Goor-Khindakh	Гоор-Хиндах	42.451732	46.564373	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Qahib	кахибский					Goor-Khindakh	avar1256	#009999	#009999	2025-03-20
112	Gortkolo	Гортколо	42.576655	46.63945	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Khunzaq	хунзахский			Gortkolo	avar1256	#009999	#009999	2025-03-20
113	Gortnob	Гортноб	41.962665	46.525604	Avar	Avar-Andic	East Caucasian		Avar	Antlratl	Анкратльское	Southern Antlratl	южноанкратльский	Tomur	томурский			Gortnob	avar1256	#009999	#009999	2025-03-20
114	Gostala	Гостала	43.07334	46.6925	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	Salataw	салатавский			Gostala	avar1256	#009999	#009999	2025-03-20
115	Gotsatl Bolshoy	Гоцатль Большой	42.51862	46.88262	Avar	Avar-Andic	East Caucasian		Avar	Baqluq-Northern Avar	Батлухско-северное	Northern Avar	северноаварский	North-Eastern Avar	северовосточноаварский	Teletli	телетлинский	Gotsatl Bolshoy	avar1256	#009999	#009999	2025-03-20
